Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-03 17:00:00,45.00,119.00,24.35,17.73,29.30,39.20,14.80,2.50,4.45,2.38,26.12,NA,NA,NA,NA,15.85,71.38,1.60,161.93,0.00,0.00,8.18,994.58,NA
2020-01-03 18:00:00,63.00,188.50,66.85,19.10,64.65,46.32,12.28,4.57,4.08,7.40,65.65,NA,NA,NA,NA,13.60,85.32,1.60,161.88,0.00,0.00,4.93,995.08,NA
2020-01-03 19:00:00,105.50,309.00,93.57,22.30,88.15,51.18,13.92,5.85,7.45,12.15,89.70,NA,NA,NA,NA,13.05,90.18,1.60,161.80,0.00,0.00,5.00,995.65,NA
2020-01-03 20:00:00,190.00,409.00,85.80,20.18,80.68,56.80,11.45,6.75,4.08,14.60,97.40,NA,NA,NA,NA,12.68,92.28,1.60,161.57,0.00,0.00,4.88,996.30,NA
2020-01-03 21:00:00,220.00,365.00,113.90,18.92,102.95,50.30,12.20,7.28,3.80,NA,NA,NA,NA,NA,NA,12.22,94.75,1.55,164.80,0.00,0.00,4.78,996.62,NA
2020-01-03 22:00:00,228.25,379.00,88.08,25.02,85.12,51.00,11.30,6.28,2.98,NA,NA,NA,NA,NA,NA,12.40,94.50,1.60,263.02,0.00,0.00,4.72,996.70,NA
2020-01-03 23:00:00,283.50,436.25,91.40,20.35,85.35,48.88,10.95,6.30,5.28,NA,NA,NA,NA,NA,NA,11.48,97.48,1.60,263.00,0.00,0.00,4.80,996.40,NA
2020-01-04 00:00:00,307.50,439.25,88.57,18.38,81.95,44.18,12.92,6.10,3.53,NA,NA,NA,NA,NA,NA,11.12,99.10,1.60,262.88,0.00,0.00,4.68,995.90,NA
2020-01-04 01:00:00,348.50,472.75,88.05,14.48,79.50,47.18,12.68,5.95,4.55,NA,NA,NA,NA,NA,NA,10.68,99.30,1.60,263.30,0.00,0.00,4.75,995.60,NA
2020-01-04 02:00:00,353.75,473.25,87.65,6.80,75.05,49.00,13.85,5.60,5.43,NA,NA,NA,NA,NA,NA,10.40,99.30,1.60,263.20,0.00,0.00,4.80,995.42,NA
2020-01-04 03:00:00,364.25,471.00,85.65,6.43,73.28,46.47,11.40,5.05,5.20,NA,NA,NA,NA,NA,NA,10.07,99.30,1.60,263.17,0.00,0.00,4.75,995.25,NA
2020-01-04 04:00:00,382.00,479.75,70.50,7.35,61.40,54.12,9.88,3.82,4.93,NA,NA,NA,NA,NA,NA,10.18,99.30,1.60,263.20,0.00,0.00,4.70,995.08,NA
2020-01-04 05:00:00,416.00,529.75,51.15,8.50,46.22,51.10,8.12,2.70,4.22,NA,NA,NA,NA,NA,NA,10.35,99.30,1.50,265.60,0.00,0.00,4.70,995.15,NA
2020-01-04 06:00:00,324.00,424.75,37.72,10.60,36.38,49.65,7.07,1.95,5.25,12.50,80.00,NA,NA,NA,NA,10.50,99.30,0.48,287.90,0.00,0.00,5.03,995.60,NA
2020-01-04 07:00:00,268.50,363.25,24.72,10.32,25.65,45.72,5.10,1.62,4.65,9.05,57.65,NA,NA,NA,NA,10.35,99.30,0.30,273.82,0.00,0.00,27.48,996.03,NA
2020-01-04 08:00:00,232.25,317.50,23.58,16.88,28.20,41.72,9.60,1.95,4.42,8.72,43.65,NA,NA,NA,NA,12.48,99.30,1.12,271.75,0.00,0.00,90.60,996.75,NA
2020-01-04 09:00:00,263.00,376.25,20.17,34.90,35.02,47.75,18.00,2.68,3.70,11.55,37.97,NA,NA,NA,NA,16.20,79.70,1.60,242.95,0.00,0.00,209.52,997.45,NA
2020-01-04 10:00:00,331.00,474.25,13.22,33.67,28.72,54.38,25.35,2.43,9.72,10.65,44.85,NA,NA,NA,NA,19.35,60.42,1.23,251.30,0.00,0.00,285.18,997.48,NA
2020-01-04 11:00:00,345.25,484.75,7.95,20.60,17.45,46.28,22.15,1.60,25.25,8.30,45.30,NA,NA,NA,NA,20.65,51.35,0.90,269.77,0.00,0.00,331.40,996.88,NA
2020-01-04 12:00:00,249.75,355.75,6.50,21.65,16.83,56.02,19.68,1.42,39.33,7.35,35.52,NA,NA,NA,NA,21.02,49.70,1.02,270.05,0.00,0.00,243.42,995.82,NA
2020-01-04 13:00:00,237.00,358.00,5.15,20.08,14.88,54.53,18.95,1.10,60.15,7.70,35.28,NA,NA,NA,NA,21.12,48.05,0.95,276.02,0.00,0.00,265.05,994.90,NA
2020-01-04 14:00:00,200.00,324.00,4.22,11.60,9.65,54.45,22.52,0.75,74.03,4.82,22.68,NA,NA,NA,NA,21.00,47.05,0.92,281.05,0.00,0.00,255.85,994.18,NA
2020-01-04 15:00:00,133.50,229.00,4.50,10.65,9.30,62.20,20.00,0.57,75.53,3.72,18.02,NA,NA,NA,NA,20.60,45.85,1.00,283.58,0.00,0.00,169.02,993.80,NA
2020-01-04 16:00:00,118.00,210.50,4.18,11.40,9.50,54.30,18.05,0.65,64.07,2.72,13.08,NA,NA,NA,NA,19.20,48.72,0.98,283.90,0.00,0.00,63.85,993.95,NA
2020-01-04 17:00:00,108.00,208.00,4.38,18.92,13.62,53.88,14.50,1.35,22.52,5.12,27.52,NA,NA,NA,NA,16.73,58.15,1.60,288.82,0.00,0.00,8.40,994.22,NA
2020-01-04 18:00:00,232.00,376.00,7.65,27.25,20.72,53.70,11.27,2.28,3.12,9.82,52.40,NA,NA,NA,NA,15.48,64.50,1.12,289.88,0.00,0.00,5.03,994.85,NA
2020-01-04 19:00:00,237.50,391.00,11.78,28.75,24.88,54.90,13.00,2.35,1.78,11.68,89.62,NA,NA,NA,NA,15.45,63.28,1.02,287.03,0.00,0.00,4.97,995.55,NA
2020-01-04 20:00:00,244.00,406.00,9.42,28.90,23.05,60.42,13.88,2.30,3.22,9.72,79.82,NA,NA,NA,NA,14.73,63.98,0.98,289.77,0.00,0.00,5.00,996.20,NA
2020-01-04 21:00:00,258.00,413.00,10.42,27.15,22.98,60.38,13.50,2.08,3.48,10.77,63.97,NA,NA,NA,NA,14.30,65.20,1.00,308.33,0.00,0.00,4.90,996.50,NA
2020-01-04 22:00:00,254.00,383.00,6.55,22.00,17.05,54.90,10.98,1.30,9.93,8.92,48.40,NA,NA,NA,NA,14.05,66.68,0.82,327.47,0.00,0.00,4.88,996.47,NA
2020-01-04 23:00:00,218.50,323.50,7.02,21.30,17.02,50.05,10.07,1.15,7.18,5.72,22.28,NA,NA,NA,NA,12.58,74.85,0.70,229.70,0.00,0.00,4.82,996.18,NA
2020-01-05 00:00:00,195.50,285.00,5.60,17.38,13.80,45.35,10.22,0.92,6.00,4.92,14.50,NA,NA,NA,NA,11.42,81.65,1.58,277.48,0.00,0.00,4.90,995.85,NA
2020-01-05 01:00:00,198.00,268.50,5.98,16.82,13.82,48.18,8.52,0.95,2.15,5.95,17.35,NA,NA,NA,NA,11.45,83.80,0.75,78.10,0.00,0.00,4.93,995.42,NA
2020-01-05 02:00:00,269.00,327.50,5.35,14.20,11.90,53.15,11.60,1.00,7.32,6.65,12.75,NA,NA,NA,NA,11.20,83.18,1.35,96.68,0.00,0.00,4.90,995.22,NA
